id,TARGET_poverty,total_population,total_men,total_women,percent_hispanic,percent_white,percent_black,percent_native,percent_asian,percent_pacific,income_gross,income_per_capita,percent_employ_professional,percent_employ_service,percent_employ_office,percent_employ_construction,percent_employ_production,percent_travel_drive,percent_travel_carpool,percent_travel_walk,percent_travel_other,percent_work_at_home,total_employed,percent_employed_private,percent_employed_public,percent_employed_self,percent_employed_family,percent_unemployment
1046,14.2,12752,6318,6434,3.3,90.7,1.5,0.1,0.6,0.1,43031,23011,27.5,15.6,20.7,8.6,27.5,80.9,10.7,3.5,0.7,3.3,6006,75.3,15.9,8.4,0.4,3.6
1047,23.3,9352,4547,4805,1.5,95.3,0.1,1.7,0,0.1,34746,19711,25.9,18.6,22.1,17.6,15.7,80.4,11.9,1.9,1.7,4.1,3207,72.6,14.5,12,0.9,9.6
1048,12.2,65357,32482,32875,2.9,91.8,0.5,2.3,0.5,0.1,56197,28476,44.6,16.9,23.4,9,6,77.4,11.2,4.3,2,4.5,33126,62.8,30.6,6.4,0.2,4.9
1049,6,626583,307126,319457,4.7,85.5,3.7,0.1,4.3,0,77568,38795,42.1,13.8,26.1,8.1,9.9,81.8,7.7,1.8,0.8,4.7,321488,85.4,9.1,5.3,0.2,7
1050,12.5,472481,228703,243778,17.8,62.8,9.6,0.1,8,0,73197,32041,39.2,19.5,24.3,9,8,56.4,8.1,2.5,0.9,2.3,209113,74.1,21.4,4.4,0.1,6.9
1051,27.3,9614,5455,4159,1.4,40.7,56.9,0.1,0.1,0,27901,15610,20.8,23.9,18.5,16.2,20.7,78.5,15.6,2.3,2,1.6,2842,66.9,23,10.1,0,15.3
1052,59.1,18441,9075,9366,99.8,0.1,0,0,0,0.1,13284,7643,28.2,26,18.8,11.5,15.6,79.5,13,3.2,2.3,1.3,3884,55.1,39.3,4.2,1.4,27.5
1053,11.2,78720,39206,39514,7.9,88.6,0.7,0.2,1,0,57190,27884,28.6,13.3,21.1,8.9,28.1,80.8,11.7,1.7,2,3.6,38265,88.2,6.5,5.1,0.1,4.6
1054,22.7,5500,2767,2733,3.8,46.2,0.3,40.5,0.5,0.3,42439,20720,27.3,28.9,19.1,14,10.8,75.6,10.8,4.4,0.7,7.1,2193,57.1,33.7,9,0.1,9.2
1055,13.3,769,392,377,5.3,94.7,0,0,0,0,44750,21782,40.2,12.4,15.6,20.6,11.2,64.8,10.4,11.1,2.2,11.6,418,67.2,12.2,20.6,0,3.5
1056,22.1,101668,52641,49027,2,89,3.6,0.1,3.2,0,45467,26314,43,17.7,23.2,8.9,7.2,76.2,9.5,6.4,1.1,4.9,48349,74.1,21.9,4,0,5.8
1057,12.4,31564,15988,15576,6.2,87.9,1.8,1.1,0.8,0,55393,28260,35,18,21.3,12.3,13.3,81.1,8.8,2.9,1.1,5.4,15866,76.2,16.5,7,0.3,3.6
1058,8.2,141005,70311,70694,33.7,53.2,2,0.3,7.8,0.2,79637,40632,36.3,21.2,21.5,10.7,10.3,76.1,11.5,3.9,1.6,5.6,71110,78.6,12.1,9.1,0.2,5.4
1059,12.9,5755,3454,2301,5,77,1.9,1.2,0,0,50156,28233,32.2,15.4,16.9,18.2,17.3,77.8,11.9,3.7,2,4.5,2176,64,20.1,15.6,0.4,4.9
1060,21.7,25481,12450,13031,4.4,65.8,5,18.9,0.2,0,36068,19141,27.2,18.6,22.8,13.8,17.6,83.6,9.3,1.9,1.4,3.7,9379,72.6,21.2,6.1,0.1,8.4
1061,14.6,537655,264652,273003,11.8,71,11.1,0.4,3.1,0,54659,29842,39.5,16.5,26.2,7.6,10.2,82.7,9.2,2.2,1.1,3.5,277349,84.8,10.8,4.2,0.1,5.7
1062,14.2,40755,20358,20397,6.6,70.5,0.5,18.9,0.6,0.1,52773,25293,33.5,20,20.7,15.3,10.5,75.5,11.7,3.5,2,6.3,18736,61.8,28.3,9.4,0.5,7.8
1063,13.1,23665,11537,12128,0.8,96.1,1.7,0.1,0.5,0,46215,23819,29.8,23.1,21.3,12.3,13.6,84,6.9,4.5,0.3,3.7,10360,79.5,16.5,4,0,6.4
1064,14.9,15930,7907,8023,1.3,95.5,1.6,0.2,0.3,0,41387,23218,28.3,16.1,22.3,13.6,19.7,82.1,9.5,2.4,1.3,4.7,6950,78.1,14.1,7.5,0.3,6.7
1065,15.7,42204,21001,21203,4.5,86.8,5.8,0.6,0.6,0.1,46359,22070,26.7,17.5,22.5,14.9,18.4,83.1,10,1.3,1.8,2.8,17285,77.8,17,5.1,0.1,9
1066,23.4,4660,2226,2434,82.4,17.5,0.1,0,0,0,23822,15591,31.1,30.4,16.5,14.9,7,79.7,11.3,0.9,0,8.1,1166,50.7,43.9,5.2,0.2,5.4
1067,21.2,29495,15339,14156,11.2,58.2,2.7,21.8,0.3,0,40674,20003,28.1,16.9,21.5,18.5,15,83.3,11.1,2.2,1,1.8,11208,67.2,25.1,7.7,0.1,9.5
1068,12.9,163987,81047,82940,3,88.9,4.3,0.1,1.3,0,58674,30195,37.1,15.2,25.7,7.5,14.5,82.2,9.1,1.8,1.3,3.3,82552,86.3,10,3.6,0.1,5.3
1069,19.6,24145,11997,12148,3.8,68.1,16.5,7.5,0.4,0,40695,22980,29,16.3,19.6,18.5,16.6,79.3,11.6,3,3.1,2.7,8598,82.5,12.5,4.6,0.4,9.5
1070,8.9,236068,115761,120307,6.6,82.1,5.6,0.3,2.2,0.2,65675,31953,37,16.6,25.4,7.2,13.8,84,8.1,1.2,0.9,5.1,123139,83.9,11.9,4,0.1,4.4
1071,14.9,10413,5247,5166,1.4,96,0.3,0.5,0.4,0,39424,24463,23.5,20.9,22.9,13.2,19.6,80.8,9.6,1.8,2.3,5.3,3357,78.3,14,7.5,0.2,9.3
1072,19.2,28306,13861,14445,1.5,92.3,1.5,0.3,0.4,0,41348,21784,27,13.2,25.3,12.9,21.6,82.2,10.6,2.1,0.5,4.6,11895,79.6,14.1,6.2,0.1,6.7
1073,10.2,19994,9980,10014,3.9,94.2,0.5,0.2,0.1,0,56188,26589,26.3,14.7,19.6,13.1,26.3,82.2,11.3,1.3,1.1,4.1,9492,79.6,12.5,7.8,0.2,5.2
1074,20.2,8306,4257,4049,2.5,60.2,36.6,0,0,0,40605,18599,24.4,12.1,20.9,11.7,30.9,88.2,6.9,0.5,2.3,2.1,2923,83,11.6,5.4,0,13.7
1075,12.1,21906,10885,11021,1,97.4,0.7,0.2,0.4,0,49807,24808,26.4,20,18.4,12.4,22.8,87.5,6,0.7,0.8,4.8,10352,81.9,10.3,7.8,0,4.4
1076,10.9,3357,1663,1694,2.5,90.6,0.6,4,0.3,0,48889,30234,36.2,20.4,20.2,14,9.3,70.8,15.1,4.2,1.4,7.9,1640,67.2,15.5,17,0.2,3.2
1077,19.8,939964,452538,487426,10.1,56.7,27.2,0.2,2.9,0,44869,26284,34.9,17.7,25,7.5,14.9,82.5,9.1,1.8,1.5,3.2,450798,85.8,9.9,4.1,0.1,8
1078,22,122352,62842,59510,36.8,46.7,9,0.3,4.6,0.2,38159,20283,25.2,23.1,22.5,12.4,16.8,75.6,16.7,1.8,1.8,2.7,53420,81.2,12.4,6.2,0.2,5.3
1079,8.8,403972,200201,203771,5.9,86.5,2.1,0.1,3.6,0,71244,35242,40.7,14.8,25.1,8.3,11.1,81.6,8.5,2,0.9,6.2,215215,82.8,11.3,5.8,0.1,5.9
1080,13.5,16275,8509,7766,3.2,91.3,0.1,2.9,0.3,0.1,40299,20741,27.1,17.2,22.4,17.3,16,69,12.1,8.2,1.5,8.6,6321,65.1,23.1,11.4,0.4,5.4
1081,19.6,780685,377572,403113,22.3,45.5,20.2,0.2,8.6,0,61242,38031,45.5,21.9,20.4,4.9,7.3,41,6.5,13.3,3.4,3.1,423215,85.3,10.7,3.9,0.1,7.1
1082,18.4,10911,5416,5495,9.3,87.3,2.2,0.1,0.2,0,36968,20366,29.8,19.5,20.9,14.1,15.7,82.1,10.2,2.1,0.9,4.6,4365,68.8,18.4,12.3,0.4,10.5
1083,25,113941,55796,58145,5.4,54.5,36.1,0.2,1.9,0,39911,21199,30.9,20,28.4,8.8,11.8,85.3,8.8,1.7,1.2,2.6,46445,77.2,18.5,4.1,0.2,9.2
1084,9.7,58671,29208,29463,58.9,35.6,0.7,0.3,2.7,0.2,80760,30012,29.1,18.5,22,16.9,13.5,80.3,13.5,1.2,1.1,3.4,27688,76,16.6,7.3,0.1,8.8
1085,40.3,3330,1645,1685,78.4,19.3,1.1,0,0.8,0,26384,15990,24,30.4,15.6,17.7,12.3,69.9,14,1.5,4,10.6,1141,57.6,33,9.3,0.1,5.7
1086,26.4,1555072,734521,820551,13.4,35.8,41.5,0.2,6.8,0,38253,22919,36,24,23.7,5.6,10.7,50.4,8.6,8.5,3.3,3.1,640661,82.9,13,4,0.1,13.9
1087,13.8,76128,37681,38447,17.5,60.1,14.3,0.4,1.8,0.8,49340,19760,30.4,24.1,25.1,11.1,9.3,73.3,13.7,7.4,2.3,3,22684,60.3,34.2,5.3,0.2,9.5
1088,21,50497,26088,24409,39.9,50.1,5.7,0.6,1.5,0.1,41084,21929,27.8,18.6,21.4,16.5,15.7,83.3,9.9,2.1,2.9,1.5,20599,73.3,22.1,4.7,0,9.1
1089,14.5,19229,10336,8893,1.3,94.3,2.7,0.2,0.3,0,49689,23003,23.7,18.3,18.5,11.9,27.6,83.6,11.9,0.9,1.1,2.2,8199,82,12,5.7,0.2,3.9
1090,4.5,185433,91762,93671,2.3,87.1,3.6,0.1,4.8,0,91955,41824,51.9,11.6,24.3,5.2,7,85.9,5.1,1,0.8,6.8,94424,80,14.2,5.7,0.1,3.2
1091,28.8,20388,9991,10397,0.2,65.3,33.4,0,0,0,34722,18786,25.5,15.2,28.5,17.9,12.9,86.7,5.6,1.9,2.6,3,7285,75.8,14.1,10,0.1,8.8
1092,16.4,2359,1238,1121,4,94.1,0,1.8,0.1,0,43679,26958,48.6,15.6,16.5,12.1,7.1,58.6,8.8,10.5,0.6,21.5,1162,58.1,18.4,23.2,0.3,0.7
1093,10.4,19817,10051,9766,7.6,85.8,0.2,4.3,0.5,0.4,61133,23576,29.7,13.8,18.4,21.3,16.7,84,8.4,3.2,0.8,3.1,7875,75.1,20.4,4.3,0.2,5.2
1094,22,95888,49985,45903,3.3,84.5,1.9,0.3,7.3,0,52671,27392,46.7,17.3,20,6.6,9.4,72.8,6.2,7.3,3,5,51305,66,29.3,4.7,0.1,4.4
1095,14.9,19586,10230,9356,14.4,67.8,15.6,0.5,0.3,0,44301,24087,26.1,23.6,19.8,16.4,14.2,84.8,11.4,1,1.1,1.4,7868,73.6,19,7.3,0.2,4.9
1096,17.4,28914,14521,14393,0.8,96.7,0.8,0,0.3,0,42170,21360,29.8,19.6,20.8,13,16.7,85.7,8.1,1.8,1,3.1,12199,76.7,16.6,6.2,0.6,9.5
1097,51.7,39474,19047,20427,99.5,0.5,0,0,0,0,14708,7743,28.1,20.5,26.7,14.2,10.5,84.8,8.5,1.6,0.7,3.1,8923,68,27.6,4.4,0,27.1
1098,13.9,13904,6948,6956,1,96.7,0.6,0.1,0.2,0,44695,25952,28.4,17.5,22.7,13.1,18.2,82,10.3,3.8,1.3,2.6,6173,76.2,16.3,7.5,0,8
1099,14.6,166622,82129,84493,7.7,87.9,0.4,0.5,1.2,0.1,51223,29158,37.3,18.9,24.5,9.2,10.1,75.6,8.6,2.7,3.2,9.4,74599,77.2,11.7,10.9,0.2,9.4
1100,55.9,11701,5779,5922,99.9,0.1,0,0,0,0,19541,8374,25.7,27.5,23.6,10.7,12.6,79.1,12.3,4.7,2.5,0,2459,46.7,48.5,4.8,0,27.9
1101,14.3,15924,7827,8097,1.5,96.7,0.3,0.1,0.4,0,52068,28495,25.5,17.3,21.1,11.8,24.2,80.2,12,1.7,1.2,4.9,7675,80.4,10.9,8.4,0.2,6.5
1102,13.6,31750,15777,15973,2.3,95.5,0.4,0.3,0.6,0,45191,26352,28.9,16.3,20.9,13.4,20.5,82.7,8.4,3.5,1.5,3.5,14090,80.6,10.6,8.5,0.2,5.8
1103,5.4,18368,9148,9220,1.9,95.8,0.7,0.2,0.3,0,62555,30362,34.9,14.2,23,11.5,16.4,82.6,6.2,2.2,1.6,7.2,9872,72.6,17.4,9.4,0.6,3
1104,15.4,178396,87648,90748,13.2,69.2,14.8,0.4,0.7,0,50512,22858,34.5,15.8,25,12.2,12.5,82.9,9.7,0.7,1.3,5.2,80656,77.5,17.4,5,0.1,8.9
1105,17.8,38305,18781,19524,1.9,91.5,3.4,0.2,0.7,0,44679,24112,26.2,22.4,19.6,8.5,23.3,85,9.3,2.1,0.8,2.3,16958,79.6,15.4,4.9,0.1,8.7
1106,15.9,132960,65251,67709,4.2,82.2,8.8,0.2,2.1,0.2,50916,27669,31.8,18.4,24.3,7.4,18.2,82.1,8.5,4.1,1.6,3.2,68771,81.8,13.9,4.2,0.1,5.3
1107,17.8,8347,5216,3131,4.9,74.9,18.2,0.4,0.4,0,36741,16937,24.8,27,21.6,12.9,13.7,76.4,9.8,0.4,4.6,3.2,2466,54.2,38.7,7.1,0,9.6
1108,9,33448,16568,16880,5.9,91.7,0.7,0,0.4,0,56574,24953,25.3,15.8,20.7,16.8,21.4,85.3,8.3,1.9,0.9,3.1,15315,85.9,9.2,4.6,0.3,5.2
1109,38,27469,13385,14084,0.3,94.5,3.3,0.1,0.2,0,23558,14754,24.6,19,22.4,13.7,20.3,75.8,15.6,2.9,2.6,2.9,7559,77.8,16.9,5.1,0.1,9
1110,10.3,51559,25205,26354,3.4,80,13.4,0.2,1.3,0.1,59458,34425,35.5,22.3,25.7,9.2,7.4,80.5,7.3,2.6,1.9,5.5,23915,75.5,17.3,7.1,0.1,7.1
1111,10.9,7912,4029,3883,2.8,93.5,0.1,0,0.9,0,50179,25929,29.7,21.3,17,12.2,19.9,81.8,9,3.4,0.6,5,3780,76.7,14,9.3,0,5.6
1112,39.5,2833,1391,1442,3.7,23.7,0.3,70.6,0.7,0,35119,12877,48.7,12.9,17.5,15.8,5.1,65.3,5.7,6.6,1.7,20,948,40.9,41.7,16.6,0.8,27.4
1113,7.8,3275,1724,1551,10.6,67.1,0.6,6.6,6.7,1.1,63490,35044,22.9,16.4,18.5,25.4,16.8,45.2,22.1,22.1,4.7,4.9,1644,65.6,24,10.4,0,4.8
1114,10.7,38912,20283,18629,3,92.2,2.9,0.2,0.6,0,52758,26805,32.3,24.3,21.6,11.8,9.9,75.9,10.3,4.1,3.7,5.3,17769,70.2,20.4,9.2,0.3,7.9
1115,13.2,75099,37033,38066,10,73,11.1,0.1,3.6,0,56119,22978,28,13.8,29.1,12.5,16.6,85.1,9.9,0.5,0.8,3.3,34265,82.9,12.5,4.5,0.1,6.8
1116,15.4,442996,221955,221041,44.8,45.3,1.7,0.3,5.2,0.1,68023,32872,35.2,21.7,21,14.1,8.1,68,13.6,4.6,4.8,5.8,211793,75.7,16,8.1,0.2,6.6
1117,9.9,14058,7433,6625,27.1,66.1,0.4,2.2,2,0,60595,30888,37,30.3,18,7.3,7.3,44.8,7,11.1,8.1,9.3,7864,75.2,15.3,8.3,1.2,3.6
1118,17,29365,15111,14254,0.8,96.2,1.9,0.2,0.2,0,39457,21139,29.1,23.7,23.8,11.5,11.8,80.3,13.2,3.2,0.8,2.4,11833,77.2,18.9,3.9,0,6.7
1119,14,10221,5157,5064,0.5,64.3,33.5,0.1,0.7,0,43068,22995,33.9,12.4,20.3,14.7,18.6,92.6,4.5,1.3,0,1.6,3737,71.9,18.3,9.3,0.5,7
1120,13,20986,11172,9814,11.5,81.4,0.6,1.9,0.1,0,55300,26124,28.2,14.8,20.5,20.1,16.5,88,7,0.6,1.8,1.6,9345,78.9,14.3,6.6,0.2,5.1
1121,17.1,397899,193206,204693,5,44.3,45.5,0.1,2.7,0.1,49131,26026,38.7,19.6,26.4,5.5,9.8,78.9,6.9,7.6,2.3,3.2,184364,73.6,22.1,4.3,0.1,9.4
1122,22.2,16930,8882,8048,1.9,40.7,55.7,0.3,0.4,0,36919,18245,26.1,23.6,21.1,14.7,14.5,84.1,9.1,1.4,1.7,2.3,6601,68.9,22.8,8.2,0.1,10.5
1123,9.9,6398,3214,3184,0.7,94,0.5,2.6,0,0,52917,28575,37.6,14.7,21.1,14.2,12.5,79.1,10.9,2.2,0.4,6.3,3286,74.8,14.6,9.9,0.7,1.4
1124,20.6,9352,4565,4787,4.2,58.7,0.2,33.6,0.6,0,51159,23238,34.6,19.5,16.5,19.7,9.7,72.1,10,6.9,3.5,7.2,4002,63.5,28.8,7,0.8,10.6
1125,19.3,39347,19907,19440,49.1,42.5,6.9,0.1,0.2,0.1,47233,20667,24.1,22.4,23.4,14.4,15.7,78.1,13.8,2.7,2.3,3,16693,74.7,18.6,6.7,0.1,5.2
1126,9.1,151685,74208,77477,4.8,81.1,5.5,0.2,5.8,0,72337,37956,49.6,15.8,19.3,6.4,8.8,73.9,11.4,3.5,1.7,4.1,80838,86.5,8.8,4.6,0.1,4.3
1127,13.9,27840,13983,13857,2.3,95.4,1.4,0.2,0.4,0,48362,22901,21.1,17.9,21.7,11.1,28.2,83.6,10.2,1.5,1.3,3.1,13028,81.4,13.7,4.3,0.6,6
1128,10.8,40046,19828,20218,2.1,95.5,1,0.1,0.7,0,49917,23836,26.5,19.2,22,12.4,19.9,78.7,8.9,3.1,2,6.9,19403,81,10.9,7.7,0.3,5
1129,29.6,24789,12353,12436,64.1,33,1,0.9,0.4,0.1,27476,15078,23.8,24.9,22.2,17.7,11.5,76.9,14.8,1.4,0.7,4.9,8383,73.6,19.8,6.5,0,13.8
1130,8.5,149645,72198,77447,2.6,74.9,20,0.1,1.2,0,61605,29055,40.1,15.1,25.2,10.4,9.3,87.4,8.7,0.5,0.9,2.5,71953,75.8,18.8,5.3,0.1,4.5
1131,7.5,629185,306200,322985,10.3,75.9,6.7,0,5.3,0,85242,43469,43.8,15.6,25.5,7.7,7.4,75.7,7.5,2.1,1.8,5,307183,80.6,13.8,5.5,0.2,7.9
1132,14.5,8266,4040,4226,11.2,86.4,1,0.4,0.2,0,42432,24518,28.4,21.4,21.2,19,10,76,14,5.9,0.5,3.6,3279,72.9,17.8,7.5,1.9,5.9
1133,9.1,147262,72470,74792,1.8,93.6,1.1,0.1,1.6,0,65983,32020,39.9,16.5,24,9.1,10.5,81.1,7.7,2.7,1.3,6.9,76330,75.6,16.7,7.6,0.1,5.2
1134,20.8,34923,17174,17749,19.5,72,7,0.4,0.4,0,41382,21281,26,18.1,24.9,15,16,79.3,13.3,1.5,1.4,4.4,14271,77.1,15,7.6,0.3,8.9
1135,15.8,14286,7053,7233,2,88.3,8.8,0,0.4,0,47259,26224,30.8,16.7,21.4,10.4,20.7,84,9,2.8,1,3.2,5709,75,19,5.9,0.2,10.4
1136,10.8,16835,8521,8314,3.5,94.9,0.4,0.3,0.2,0,51445,25258,30.5,13.3,22.1,15.6,18.5,76,8.6,5,1.4,8.6,8705,75.2,12.1,12.1,0.6,3.6
1137,18.9,118971,58803,60168,8.3,86.4,0.4,1.4,1.2,0.1,45644,21706,28.3,19,22.9,12,17.7,78,11,2.6,2,5.8,48892,77.7,15.5,6.6,0.1,10.6
1138,18.3,136827,66217,70610,3,84.7,8.5,0.1,0.7,0.1,43625,23445,29.2,18.2,24.4,8.5,19.7,82.4,9.9,2.7,0.9,3.3,59111,81.5,12.8,5.4,0.2,10
1139,7.2,15302,7651,7651,14.5,78.2,0.5,3.9,0,0,60034,27733,31.3,13,22.7,20.4,12.6,84.7,6.9,1.2,0.9,6.4,7289,77.4,13,9.3,0.3,3.6
1140,11.4,45131,22276,22855,2.1,90.6,5.3,0.1,0.4,0,55182,28156,28.3,16.4,19.4,9.5,26.4,85.3,9.6,1.2,0.4,3.5,21251,82.7,12.7,4.6,0,5.9
1141,11.7,2759,1341,1418,0.9,95.8,0.3,0.5,0.5,0,42277,28735,36.2,20.8,18.6,14.2,10.3,64.9,6.4,17.5,0.6,10.4,1347,62.7,16.6,19.5,1.1,1.2
1142,15.6,36105,20496,15609,39.9,51.5,5.2,0.7,0.9,0.4,49575,22049,28.4,20.2,21.6,14.3,15.5,79.8,15.8,1.6,0.9,1.7,13924,72,23,4.9,0.1,6.4
1143,12.4,6227,3121,3106,3.7,92.4,0.2,0.2,0,0,41648,24837,28.4,19.5,20.7,14.7,16.6,83.7,9.5,1.7,0.9,4,2773,68.3,20.9,10.4,0.3,3.9
1144,22.3,886,443,443,9.3,90.4,0,0,0,0,36667,29193,31.2,16.5,18.5,26.9,6.9,79.7,6.6,2,3,8.6,394,57.4,24.1,17.8,0.8,4.4
1145,18.1,51374,26079,25295,5.5,83.4,8.4,0,1,0,41972,23676,30.2,20.3,21.5,8.9,19.1,83,7.9,4.7,1.3,2.7,21330,81.1,13,5.8,0.2,6.3
1146,16.6,62120,31466,30654,12.5,40.3,40,0.4,2.1,0.5,43493,20966,27.9,23,24.5,9.5,15.1,82.8,9.8,3.8,2,1.1,22406,62,33.6,4.1,0.3,11.9
1147,25.3,7715,4168,3547,2.5,11.1,0.5,81.6,0.9,0,61533,21879,35.9,20.1,20.4,12.2,11.5,18.5,10.6,44.6,21.1,5,2654,50.2,47.7,2,0.1,20.1
1148,16.1,5097,2505,2592,0.4,97.3,0.7,0,0,0,36773,20526,32,21.8,19.9,10.6,15.7,85.9,10.4,1,0,2.7,2166,64.3,23.6,12,0.1,4.9
1149,14.3,39280,19269,20011,1.2,95.8,0.5,0.3,0.4,0,50162,27763,35.9,17.5,21.8,12.6,12.1,75.9,10.6,3.9,1.3,7.9,18698,72.8,13.8,13.2,0.1,6.5
1150,10.3,6965,3478,3487,2.1,96,0,0.7,0.4,0,51978,30192,34.3,14.9,19.7,10.8,20.4,79.5,9.3,4.3,1.2,5.6,3533,78.3,12.3,8.9,0.5,3.2
1151,55.2,32294,16067,16227,99.8,0.1,0,0,0,0,16536,7465,21.8,26,25,12.1,15.2,82,10.7,4.7,1.2,1,7740,72.5,22.9,4.4,0.2,24.7
1152,17.5,5239,2651,2588,91.9,6.6,1.2,0,0,0,35521,17122,24.7,19.7,15.3,19.2,21.1,71.5,22.6,3.8,0,1,1786,56.8,30.7,11.7,0.8,16.5
1153,21.5,241505,117708,123797,24.8,57.7,14.2,0.1,1.5,0,42687,22221,32.4,18.2,25.1,10.5,13.8,82.3,11.5,1.8,0.8,3.2,107737,79.5,14.7,5.7,0.1,6.2
1154,14.6,6117,3570,2547,10.7,76.3,7.1,3.3,0,0,40125,19552,31.8,22.7,20.5,14,11,82.5,8.6,2.4,1.8,4.8,2344,61.9,27,10.8,0.4,4.4
1155,14,102397,50496,51901,15.8,74.7,2.9,1.4,2.8,0.2,51350,25699,30,17.2,22.3,10.4,20.1,83.1,8.7,1.7,1.5,4,51486,84.4,10.6,5,0.1,4.8
1156,12.9,51642,27420,24222,4,91.1,3.2,0.2,0.5,0,49919,24539,27.9,18,24.6,14.8,14.7,81.2,8.9,2.3,0.8,5.7,21211,77.4,13.7,8.7,0.2,7.8
1157,18.8,25535,12502,13033,3.7,75.1,19,0,0.9,0,41216,21668,26.8,15.8,23.2,12.4,21.8,85.4,8.2,1.7,0.3,4.2,9989,80.2,12.3,7,0.5,4.7
1158,20.4,3837,2027,1810,0.3,57.7,0,37.5,1,0,43030,20912,42.2,20.1,18.6,9.1,10,73.8,8.9,4.3,1.3,11,1719,50.4,34.2,15,0.3,7.4
1159,10.6,44339,21933,22406,4,92.6,1,0.1,0.7,0,57216,27317,28.7,17.1,19.9,11.4,22.9,85.2,9.4,1.8,1,2.5,22045,84.4,9.9,5.6,0.2,4.9
1160,13.1,68617,33807,34810,2.9,94.3,0.4,0.2,0.5,0,50967,25218,28,16.7,22.8,12.4,20.2,81.8,9.1,2.3,1,5.4,30786,81.8,11.5,6.5,0.2,7.1
1161,17.6,14654,7362,7292,4.1,75.9,18,0.1,0.3,0,43938,21858,30.4,13.6,19.3,13.7,23,85.6,9.1,0.7,0.6,3.8,6390,70.9,23.7,5.5,0,5.8
1162,33.4,30687,14492,16195,5.3,39.8,52.3,0.1,1.1,0,34219,18785,31.2,17.8,20.6,9,21.4,79.8,13,3.3,0.5,3.3,11558,74.5,19.8,5.7,0,10.6
1163,7.1,38584,19491,19093,1.8,94.2,0.5,0.3,1,0,67565,30145,29.2,15,24.7,13.7,17.4,81.5,10.8,1.1,1.2,4.4,19857,84,10.9,5,0.1,5.1
1164,8.1,5446,2658,2788,3.2,94.1,0.4,0.3,0.3,0.1,46806,24795,32.9,17,21.8,14.3,14.1,79.8,8.2,5.5,0.5,6,2770,71,18.8,10.3,0,1.8
1165,18.2,16114,7838,8276,1.6,74.3,23.6,0,0,0,37697,21864,23.2,15.4,20.5,17.2,23.7,88.5,6.2,0.3,3,1.3,6463,77.3,16.5,5.3,0.9,4.7
1166,24.1,15711,8320,7391,3.9,55.1,38.5,0.3,0.6,0,36284,18917,27.3,27,20.9,10.8,14.1,83,11.4,0.4,2.9,2,5644,62.8,32.5,4.7,0,10.8
1167,12,173236,84432,88804,6.9,84.4,5.5,0.3,1.2,0,46511,29243,29,22.3,29,12.1,7.6,79,8.8,1,3.2,7.7,59033,79.7,12.9,7,0.4,8.9
1168,9.5,47513,23712,23801,1.4,96.2,0.4,0.1,0.6,0,53306,32612,32.2,23.4,22.5,11.9,10,81.1,7.5,2.3,1.6,7.1,22992,71.9,14,14.1,0.1,5.8
1169,9.6,79329,39540,39789,6.6,80.9,2.8,1,4.6,0.5,58815,31836,35.1,19.3,22.5,13,10.1,75.2,9,3.5,2.4,7.2,31525,67.2,23.6,8.8,0.4,9
1170,16.7,14405,7001,7404,9,79.3,10.2,0.5,0.2,0,34295,19766,23.7,27.5,24.1,11.8,12.9,77.4,11.5,2.3,1.9,6.3,4922,68.8,17.8,12.1,1.3,9.9
1171,18.1,9059,4487,4572,4.1,90.9,0.3,1.8,1,0,35252,21480,29.1,18.5,19.3,20.8,12.3,84.9,10.9,1.4,0.3,2.3,3248,67.3,18.8,13.9,0,4.4
1172,31.9,40755,18809,21946,1,27.7,70.2,0,0.4,0,30065,18248,26.7,18.2,20.9,8.8,25.3,86.6,8.9,1.7,1.4,1.2,14461,78.8,15.2,5.6,0.4,13.7
1173,8.5,6004,3004,3000,15,84.3,0,0,0,0.2,61220,27031,34.2,14.4,18.6,18.1,14.7,81.8,7.4,4.7,0.6,5.4,3095,72.5,12.5,14,1,2.8
1174,13.7,949842,456017,493825,9.2,74.7,10,0.2,3.3,0.1,48968,32120,37.7,18.4,28,7.2,8.6,79.1,7.8,1.6,3,6.7,438915,83.8,10.6,5.5,0.1,6.4
1175,16.1,25492,12634,12858,16.5,76.1,0.4,3.6,1,0.5,43422,22828,28,22.7,22.2,16.4,10.7,74,10.9,4.5,1.6,7.5,10907,74.8,16.8,8.3,0.1,9
1176,11.8,25027,12439,12588,1.5,95,0.7,0.6,0.5,0,50939,27390,37,21.4,20.1,12.7,8.9,78.9,8.4,4.8,1.8,5.8,13147,77,12.2,10.5,0.3,4.3
1177,16.9,25317,12570,12747,2,94.3,0.7,0.8,0.6,0,41414,24099,23.4,18.9,22.9,14.7,20,79.7,11.9,3.3,1.4,3.6,8924,78.6,12.3,8.7,0.4,9.6
1178,13.1,356756,173680,183076,21.1,68.5,5.1,0.1,3.1,0,56117,28688,34.3,16.8,25.4,7.3,16.2,80.4,9.9,2.6,0.9,4.1,170448,87,8.5,4.4,0.1,8.5
1179,21.6,68328,33332,34996,4.3,64.9,29,0.2,0.5,0.1,38656,20958,28.7,17.5,22.3,13,18.5,88.8,5.9,1.5,2.3,1.2,26883,76.4,18.7,4.9,0,7.8
